,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScoreVBF < 0.999,BDTScore >= 0.99,bbFatJetParticleNetMD_Txbb >= 0.9737,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.108127280079604,1.108127280079604,1.108127280079604,1.1005594143174928,1.0940812392241102,1.08307212221333,0.1274520847535977,0.08652865186879215,0.08640081355615145,0.08604077164186247
QCD,900603.372757249,1219440.0804636534,1219440.0804636534,1208187.047601593,1199914.6854996895,1199906.968442861,301.74567370698975,75.83910152678905,75.83910152678905,75.83910152678905
TT,76537.02908224265,76537.02908224265,76537.02908224265,76036.67089183381,75504.25522211792,75501.22743606972,62.324986689516564,11.448585216245407,10.28644980828107,9.243507323089165
ST,6617.229257123121,6617.229257123121,6617.229257123121,6568.071623368754,6530.558860743446,6530.296016033862,8.044291205279357,2.197605555952362,2.197605555952362,2.197605555952362
W+Jets,12421.273275458932,12421.273275458932,12421.273275458932,12341.31450378544,12265.115729916284,12264.238969325628,11.853962318831005,1.5175864377624777,1.5175864377624777,1.5175864377624777
Z+Jets,14717.02364266734,14717.02364266734,14717.02364266734,14601.426751424733,14517.101697865306,14517.037556219659,8.964267090267176,4.25311451832017,4.25311451832017,4.25311451832017
Diboson,703.6912877316817,703.6912877316817,703.6912877316817,699.1389217855917,695.3097641927543,695.3097641927543,0.4922720792291345,0.0,0.0,0.0
ggFHbb,138.81856362723408,138.81856362723408,138.81856362723408,138.12124620347993,137.14696515108136,137.14696515108136,0.04585751158550318,0.014320785061166675,0.014320785061166675,0.014320785061166675
VBFHbb,40.60062332311162,40.60062332311162,40.60062332311162,40.47235839402518,40.3369080970762,40.3369080970762,0.007598621229742675,0.007598621229742675,0.007598621229742675,0.007598621229742675
ZHbb,38.56092725636813,38.56092725636813,38.56092725636813,38.30734801182328,38.14508043229702,38.14508043229702,0.01968696519113477,0.012815213174361744,0.012815213174361744,0.012815213174361744
WHbb,66.232275837835,66.232275837835,66.232275837835,65.79568909543664,65.5789510146088,65.5789510146088,0.05398558021588891,0.040276710289686775,0.040276710289686775,0.040276710289686775
ggZHbb,5.921431593700421,5.921431593700421,5.921431593700421,5.88900772329133,5.855043713430598,5.855043713430598,0.0036358694120931984,0.0022844941214686656,0.0022844941214686656,0.0022844941214686656
ttHbb,187.9810602386041,187.9810602386041,187.9810602386041,186.85674951555848,185.63841488932138,185.6322493149411,0.19278911572718094,0.07874110655877793,0.07538985530158142,0.06626141168349274
HWW,97.55810924622651,97.55810924622651,97.55810924622651,97.00857794271565,96.26976864081334,96.14411210086026,1.3561809845005655,0.367908460906601,0.3467339759010756,0.3252424859345036
Data,1331012.0,1331012.0,1331012.0,1331012.0,1331012.0,1330979.0,814.0,142.0,142.0,141.0
