,Pre-selection,QCD SF,bbFatJetPt_JES_down >= 300,VVFatJetPt_JES_down >= 300,0.8 ≤ bbFatJetParticleNetMD_Txbb < 0.9735,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300
HHbbVV,0.9147081031687907,0.9147081031687907,0.9021974589337566,0.8921274934572291,0.29705561791796636,0.29642689137626504,0.29437353650447756,,
QCD,717986.216814939,956785.8146709627,938661.3615136005,924579.0079995885,741099.5872399932,739572.4777698454,736742.0701811812,,
TT,63126.80979180276,63126.80979180276,62281.26379618576,61419.84821786183,48827.039128703036,43710.71917983769,38629.947657615056,,
ST,5417.824558008516,5417.824558008516,5343.110583081037,5284.0364074716335,4279.58513599101,3920.5742801966826,3519.826141176559,,
W+Jets,9487.889178263631,9487.889178263631,9357.72731042376,9249.165805487482,7725.66712348136,7705.534925302555,7681.143967058058,,
Z+Jets,12055.822300436781,12055.822300436781,11862.409496423767,11728.495220567063,6691.981356684962,6675.643989547845,6637.486427045783,,
Diboson,544.751536187187,544.751536187187,538.0128172568578,533.0567491419495,332.7127077180938,316.8027725739403,300.24671632987963,,
ggFHbb,120.74204174793252,120.74204174793252,119.40071843999348,117.91244552095317,38.4118699348613,38.3904327739798,38.20119300881916,,
VBFHbb,32.24173303425971,32.24173303425971,31.963053181455805,31.627848698776596,9.698761154629285,9.680214161276451,9.582071869142782,,
ZHbb,32.70020301080715,32.70020301080715,32.31418583302164,32.04157172822267,9.808835150191184,9.776859157753595,9.687652692199643,,
WHbb,56.014320595270185,56.014320595270185,55.31129788288006,54.93711011186556,18.863712978242347,18.819349108959244,18.677488367729833,,
ggZHbb,4.8805631912185055,4.8805631912185055,4.818097766172652,4.7680686559651555,1.902902173155059,1.8991368209920378,1.8828778052970496,,
ttHbb,156.94119216557863,156.94119216557863,154.9802638394503,152.95156197255415,95.69624798737142,84.69558423256491,73.26421597631409,,
HWW,80.56791059341468,80.56791059341468,79.61251131832795,78.50954646527252,62.74209832945888,52.06892894790838,43.02795122389627,,
Data,1047903.0,1047903.0,,,863853.0,854944.0,844713.0,1047903.0,1047903.0
